Wall time,Step,Value
1634791296.8686745,32800,0.08749999850988388
1634791320.5322037,49200,0.08045977354049683
1634791367.542916,82000,0.013333333656191826
1634791414.188431,114800,0.043478261679410934
1634791437.4581892,131200,0.02380952425301075
1634791460.5414395,147600,0.06666667014360428
1634791483.8017273,164000,0.012820512987673283
1634791507.0308063,180400,0.012820512987673283
1634791530.1408138,196800,0.06451612710952759
1634791553.449712,213200,0.05128205195069313
1634791576.7224677,229600,0.10975609719753265
1634791599.7141137,246000,0.021739130839705467
1634791623.219651,262400,0.025974025949835777
1634791646.443933,278800,0.056179776787757874
1634791669.644697,295200,0.02631578966975212
1634791692.5705934,311600,0.024390242993831635
1634791715.4566102,328000,0.06976744532585144
1634791738.546592,344400,0.05494505539536476
1634791761.5070608,360800,0.013888888992369175
1634791784.8206239,377200,0.0
1634791808.184966,393600,0.012820512987673283
1634791831.401804,410000,0.02500000037252903
1634791854.6487148,426400,0.04054053872823715
1634791877.9017887,442800,0.050632912665605545
1634791924.2696762,475600,0.05747126415371895
1634791994.0050209,524800,0.06410256773233414
1634792017.09077,541200,0.05000000074505806
1634792040.0902262,557600,0.08641975373029709
1634792063.2953205,574000,0.12162162363529205
1634792086.4487257,590400,0.06666667014360428
1634792133.0355802,623200,0.12121212482452393
1634792156.4384122,639600,0.0416666679084301
1634792179.8447201,656000,0.03030303120613098
1634792203.2546124,672400,0.04615384712815285
1634792226.5035138,688800,0.05714285746216774
1634792272.9802027,721600,0.02857142873108387
1634792296.1265304,738000,0.012820512987673283
1634792319.2727885,754400,0.0
1634792342.6799896,770800,0.024096384644508362
1634792365.5934608,787200,0.09756097197532654
1634792388.730761,803600,0.06410256773233414
1634792435.1363788,836400,0.0625
1634792458.3916118,852800,0.09589041024446487
1634792504.9861648,885600,0.07500000298023224
1634792528.479086,902000,0.06756756454706192
1634792551.7134812,918400,0.10447761416435242
1634792574.9985614,934800,0.03846153989434242
1634792598.4044573,951200,0.0416666679084301
1634792621.6410944,967600,0.025316456332802773
1634792667.9481719,1000400,0.014285714365541935
1634792691.2233808,1016800,0.03529411926865578
1634792714.3245564,1033200,0.03947368264198303
1634792737.3274572,1049600,0.051948051899671555
1634792760.6063807,1066000,0.025974025949835777
1634792783.9089978,1082400,0.07500000298023224
1634792807.5670114,1098800,0.09756097197532654
1634792830.7541595,1115200,0.025974025949835777
1634792854.1325812,1131600,0.05747126415371895
1634792877.611641,1148000,0.056338027119636536
1634792900.9383936,1164400,0.09090909361839294
1634792947.7825441,1197200,0.02857142873108387
1634792971.0927885,1213600,0.014084506779909134
1634792994.1015818,1230000,0.037974681705236435
1634793017.421281,1246400,0.06896551698446274
1634793064.1470265,1279200,0.05263157933950424
1634793087.372565,1295600,0.11538461595773697
1634793110.6225467,1312000,0.02666666731238365
1634793133.695697,1328400,0.058139536529779434
1634793180.1915088,1361200,0.024390242993831635
1634793203.480696,1377600,0.07228915393352509
1634793250.3457196,1410400,0.02666666731238365
1634793273.8082533,1426800,0.0746268630027771
1634793297.3264124,1443200,0.0422535203397274
1634793320.615459,1459600,0.078125
1634793343.7110655,1476000,0.05714285746216774
1634793366.971291,1492400,0.056338027119636536
