Wall time,Step,Value
1639471907.7592843,49152,0.0
1639472043.7318377,81920,0.0
1639472196.1182904,114688,0.0
1639472349.5363262,147456,0.0476190485060215
1639472500.336073,180224,0.0
1639472652.695003,212992,0.0
1639472804.7838378,245760,0.0
1639472957.823987,278528,0.043478261679410934
1639473111.4834619,311296,0.1111111119389534
1639473264.411498,344064,0.06060606241226196
1639473416.1410916,376832,0.03846153989434242
1639473568.6806378,409600,0.04545454680919647
1639473721.516929,442368,0.0
1639473874.513293,475136,0.0
1639474027.870086,507904,0.0
1639474180.0945287,540672,0.0
1639474331.3561835,573440,0.10000000149011612
1639474482.419965,606208,0.05714285746216774
1639474631.6616502,638976,0.043478261679410934
1639474779.7571368,671744,0.0
1639474929.6543388,704512,0.03703703731298447
1639475078.708431,737280,0.05882352963089943
1639475230.3275247,770048,0.0
1639475382.2368038,802816,0.03846153989434242
1639475538.3744442,835584,0.04545454680919647
1639475690.2713113,868352,0.0
1639475842.7399414,901120,0.0
1639475995.3639033,933888,0.0
1639476147.6590905,966656,0.03448275849223137
1639476299.9832065,999424,0.0357142873108387
1639476450.7729204,1032192,0.1388888955116272
1639476602.6919315,1064960,0.0
1639476754.625188,1097728,0.0
1639476908.6085782,1130496,0.043478261679410934
1639477059.8203397,1163264,0.0
1639477213.0501456,1196032,0.07999999821186066
1639477364.9932692,1228800,0.0
1639477517.367583,1261568,0.09375
1639477668.5750165,1294336,0.08695652335882187
1639477819.5810676,1327104,0.07407407462596893
1639477969.254293,1359872,0.0
1639478116.5822787,1392640,0.07999999821186066
1639478264.4344034,1425408,0.0
1639478413.1959727,1458176,0.07692307978868484
1639478560.6753309,1490944,0.0476190485060215
1639478711.7708435,1523712,0.03999999910593033
1639478859.9452856,1556480,0.0
1639479008.8596802,1589248,0.23999999463558197
1639479160.3018336,1622016,0.043478261679410934
1639479311.3138995,1654784,0.10526315867900848
1639479462.681261,1687552,0.03846153989434242
1639479612.467484,1720320,0.07999999821186066
1639479763.0114691,1753088,0.06666667014360428
1639479914.719926,1785856,0.03333333507180214
1639480067.7733362,1818624,0.03999999910593033
1639480219.5000901,1851392,0.0476190485060215
1639480371.340892,1884160,0.0
1639480522.1266785,1916928,0.03846153989434242
1639480672.4437683,1949696,0.0
1639480823.5675523,1982464,0.03703703731298447
1639480974.6415522,2015232,0.04545454680919647
1639481126.6138656,2048000,0.03703703731298447
1639481278.4943495,2080768,0.043478261679410934
1639481430.3021824,2113536,0.0416666679084301
1639481586.7313933,2146304,0.0
1639481738.406218,2179072,0.0
1639481889.3812656,2211840,0.08695652335882187
1639482041.7743487,2244608,0.03703703731298447
1639482193.9774258,2277376,0.1428571492433548
1639482346.5555701,2310144,0.03999999910593033
1639482497.571843,2342912,0.11999999731779099
1639482648.632888,2375680,0.0
1639482799.5681283,2408448,0.03125
1639482950.8817022,2441216,0.05714285746216774
1639483101.9216292,2473984,0.0
1639483252.3706746,2506752,0.043478261679410934
1639483404.3399,2539520,0.07999999821186066
1639483555.310041,2572288,0.13793103396892548
1639483707.5629265,2605056,0.03703703731298447
1639483859.2470818,2637824,0.032258063554763794
1639484010.9635823,2670592,0.0
1639484161.9666061,2703360,0.0416666679084301
1639484312.0183952,2736128,0.05263157933950424
1639484463.760572,2768896,0.0476190485060215
1639484613.5315175,2801664,0.0
1639484763.639614,2834432,0.10000000149011612
1639484914.6203198,2867200,0.0
1639485064.893465,2899968,0.0
1639485213.6817262,2932736,0.0
1639485363.740136,2965504,0.1071428582072258
1639485512.6249616,2998272,0.032258063554763794
1639485662.9983313,3031040,0.043478261679410934
1639485812.1250434,3063808,0.03030303120613098
1639485961.9193707,3096576,0.04545454680919647
1639486112.4965825,3129344,0.0
1639486263.6012921,3162112,0.05000000074505806
1639486411.961423,3194880,0.0
1639486559.8724627,3227648,0.0476190485060215
1639486708.874908,3260416,0.0
1639486862.0372832,3293184,0.0
1639487010.666514,3325952,0.0
1639487158.4977455,3358720,0.0714285746216774
1639487308.2909727,3391488,0.06451612710952759
1639487459.9578032,3424256,0.05000000074505806
1639487612.0007067,3457024,0.0
1639487762.6986437,3489792,0.03703703731298447
1639487916.2139661,3522560,0.03846153989434242
1639488067.7290647,3555328,0.04545454680919647
1639488220.4690328,3588096,0.0714285746216774
1639488370.792797,3620864,0.1428571492433548
1639488521.03221,3653632,0.0416666679084301
1639488672.9889016,3686400,0.0
1639488826.0473483,3719168,0.0416666679084301
1639488981.144768,3751936,0.0357142873108387
1639489132.0512333,3784704,0.0357142873108387
1639489284.9482574,3817472,0.043478261679410934
1639489437.1937828,3850240,0.0714285746216774
1639489588.471658,3883008,0.0
1639489740.04077,3915776,0.05000000074505806
1639489891.1114802,3948544,0.0
1639490042.8615863,3981312,0.03703703731298447
1639490194.2063491,4014080,0.11764705926179886
1639490347.444491,4046848,0.0
1639490499.4325662,4079616,0.03846153989434242
1639490651.650163,4112384,0.07999999821186066
1639490804.3535898,4145152,0.0416666679084301
1639490954.7955077,4177920,0.07407407462596893
1639491103.8401353,4210688,0.05263157933950424
1639491252.8956742,4243456,0.0
1639491402.0606337,4276224,0.05000000074505806
1639491552.4099724,4308992,0.03448275849223137
1639491701.3013334,4341760,0.0
1639491851.6776097,4374528,0.03333333507180214
1639492003.1584177,4407296,0.06666667014360428
1639492153.1159575,4440064,0.03846153989434242
1639492303.3278525,4472832,0.125
1639492453.7109737,4505600,0.0416666679084301
1639492605.5521746,4538368,0.03333333507180214
1639492756.4657128,4571136,0.0
1639492905.9692519,4603904,0.05000000074505806
1639493057.0107932,4636672,0.0625
1639493206.3329623,4669440,0.07407407462596893
1639493357.6408875,4702208,0.07407407462596893
1639493507.801856,4734976,0.12903225421905518
1639493658.6879096,4767744,0.13636364042758942
1639493808.7865584,4800512,0.20588235557079315
1639493958.9658403,4833280,0.0882352963089943
1639494110.4593494,4866048,0.0476190485060215
1639494260.9398217,4898816,0.13333334028720856
1639494411.734491,4931584,0.0
1639494561.7602916,4964352,0.0
1639494711.5291731,4997120,0.07692307978868484
1639494862.8801641,5029888,0.07999999821186066
1639495012.7626638,5062656,0.0
1639495163.8504608,5095424,0.0
1639495315.4742446,5128192,0.0
1639495467.984651,5160960,0.0
1639495618.6955297,5193728,0.07692307978868484
1639495769.2758977,5226496,0.07999999821186066
1639495919.412601,5259264,0.11538461595773697
1639496070.453653,5292032,0.15789473056793213
1639496221.6663766,5324800,0.03448275849223137
1639496374.4613948,5357568,0.1599999964237213
1639496527.343284,5390336,0.1111111119389534
1639496679.7567978,5423104,0.03703703731298447
1639496831.4359896,5455872,0.07692307978868484
1639496982.4916346,5488640,0.05882352963089943
1639497138.1528506,5521408,0.0476190485060215
1639497290.378165,5554176,0.06666667014360428
1639497442.753137,5586944,0.06896551698446274
1639497596.6351616,5619712,0.05000000074505806
1639497748.8325853,5652480,0.03703703731298447
1639497899.9595208,5685248,0.08695652335882187
1639498051.2464948,5718016,0.0
1639498203.974172,5750784,0.04545454680919647
1639498357.1108863,5783552,0.06666667014360428
1639498510.3005307,5816320,0.0
1639498663.192279,5849088,0.04545454680919647
1639498816.5588503,5881856,0.04545454680919647
1639498969.2305262,5914624,0.0
1639499120.365532,5947392,0.0
1639499271.926381,5980160,0.03125
1639499423.7520819,6012928,0.0416666679084301
1639499575.6080801,6045696,0.0
1639499729.6020882,6078464,0.0
1639499883.0258505,6111232,0.0
1639500035.7161808,6144000,0.0357142873108387
1639500188.7231514,6176768,0.0
1639500338.0601463,6209536,0.05882352963089943
1639500489.2315667,6242304,0.07999999821186066
1639500641.5885,6275072,0.04545454680919647
1639500795.834044,6307840,0.03999999910593033
1639500949.135873,6340608,0.0
1639501101.486393,6373376,0.0
1639501255.2593336,6406144,0.0
1639501409.6215384,6438912,0.05000000074505806
1639501563.1951017,6471680,0.04545454680919647
1639501715.801692,6504448,0.03999999910593033
1639501868.2500794,6537216,0.06666667014360428
1639502021.7194166,6569984,0.0
1639502173.8477738,6602752,0.0
1639502324.9617128,6635520,0.04545454680919647
1639502476.8044126,6668288,0.043478261679410934
1639502630.0535183,6701056,0.09090909361839294
1639502783.852763,6733824,0.0
1639502938.5152948,6766592,0.0625
1639503092.9317694,6799360,0.0476190485060215
1639503247.2431698,6832128,0.0416666679084301
1639503401.1639967,6864896,0.0
1639503555.0722547,6897664,0.03333333507180214
1639503708.2379396,6930432,0.0
1639503862.1073234,6963200,0.0357142873108387
1639504015.4096239,6995968,0.03333333507180214
1639504168.171011,7028736,0.125
1639504323.6861846,7061504,0.0
1639504478.4249785,7094272,0.0357142873108387
1639504631.1488824,7127040,0.043478261679410934
1639504781.559101,7159808,0.11538461595773697
1639504934.1011057,7192576,0.0
1639505084.4219775,7225344,0.03846153989434242
1639505235.6686423,7258112,0.03846153989434242
1639505387.149284,7290880,0.04545454680919647
1639505537.8901978,7323648,0.0
1639505688.3570492,7356416,0.0
1639505840.0204341,7389184,0.1304347813129425
1639505991.9716074,7421952,0.03999999910593033
1639506142.3608153,7454720,0.1599999964237213
1639506292.5730343,7487488,0.125
1639506442.677499,7520256,0.0
1639506593.793269,7553024,0.0555555559694767
1639506746.6665535,7585792,0.0714285746216774
1639506898.6483834,7618560,0.06896551698446274
1639507050.7528114,7651328,0.0
1639507200.041564,7684096,0.03846153989434242
1639507352.0103974,7716864,0.03448275849223137
1639507500.8201747,7749632,0.05263157933950424
1639507650.7180321,7782400,0.0
1639507802.656921,7815168,0.0
1639507954.4989822,7847936,0.0
1639508106.015085,7880704,0.11999999731779099
1639508257.4025526,7913472,0.06896551698446274
1639508407.9158454,7946240,0.0
1639508558.4043517,7979008,0.0
1639508710.5730915,8011776,0.05000000074505806
1639508861.1957433,8044544,0.0833333358168602
1639509012.9834309,8077312,0.0
1639509164.5105174,8110080,0.03333333507180214
1639509316.2624614,8142848,0.0416666679084301
1639509468.5834672,8175616,0.0
1639509618.5908844,8208384,0.0
1639509770.2496293,8241152,0.0
1639509922.487455,8273920,0.032258063554763794
1639510075.2577193,8306688,0.06666667014360428
1639510226.136748,8339456,0.0714285746216774
1639510377.456605,8372224,0.0
1639510529.5577729,8404992,0.0
1639510681.020704,8437760,0.09677419066429138
1639510832.7931921,8470528,0.0833333358168602
1639510985.8659155,8503296,0.0
1639511135.407811,8536064,0.03703703731298447
1639511287.2771761,8568832,0.0
1639511438.567045,8601600,0.0
1639511588.368545,8634368,0.0
1639511740.2539656,8667136,0.04545454680919647
1639511894.0433335,8699904,0.0
1639512044.9532416,8732672,0.0
1639512196.322682,8765440,0.0476190485060215
1639512347.5428612,8798208,0.03999999910593033
1639512497.7783637,8830976,0.0
1639512646.80385,8863744,0.0833333358168602
1639512798.1579154,8896512,0.05882352963089943
1639512948.1925707,8929280,0.0476190485060215
1639513096.6886501,8962048,0.095238097012043
1639513245.8663578,8994816,0.032258063554763794
1639513397.001839,9027584,0.1428571492433548
1639513547.0994318,9060352,0.08695652335882187
1639513696.4397411,9093120,0.1111111119389534
1639513848.481328,9125888,0.04545454680919647
1639514000.4230595,9158656,0.0
1639514151.9247534,9191424,0.11538461595773697
1639514303.3579159,9224192,0.05882352963089943
1639514454.6889005,9256960,0.043478261679410934
1639514604.269279,9289728,0.0
1639514753.862568,9322496,0.03846153989434242
1639514905.4655192,9355264,0.0833333358168602
1639515054.8175542,9388032,0.0
1639515207.0444856,9420800,0.0
1639515359.4872632,9453568,0.0
1639515511.1877534,9486336,0.06060606241226196
1639515661.9058383,9519104,0.03999999910593033
1639515814.3250396,9551872,0.0
1639515965.5566742,9584640,0.1304347813129425
1639516116.2945068,9617408,0.0555555559694767
1639516267.052363,9650176,0.0
1639516416.8902395,9682944,0.0
1639516553.3557572,9715712,0.03703703731298447
1639516679.7103565,9748480,0.043478261679410934
1639516802.8622744,9781248,0.05714285746216774
1639516926.9185758,9814016,0.04545454680919647
1639517047.6577995,9846784,0.0714285746216774
1639517165.148869,9879552,0.03999999910593033
1639517281.4062328,9912320,0.0
1639517396.2120478,9945088,0.0
1639517511.6198926,9977856,0.07999999821186066
