Wall time,Step,Value
1637817923.7615829,32800,0.010309278033673763
1637817950.0669687,49200,0.028846153989434242
1637818002.0566456,82000,0.0
1637818053.7594786,114800,0.01886792480945587
1637818079.702813,131200,0.009900989942252636
1637818105.6794276,147600,0.01904761977493763
1637818132.6349976,164000,0.01923076994717121
1637818158.9023113,180400,0.0
1637818185.2175984,196800,0.009615384973585606
1637818211.6844604,213200,0.009523809887468815
1637818237.9327896,229600,0.0
1637818263.9871635,246000,0.01904761977493763
1637818290.5440843,262400,0.01886792480945587
1637818316.4916096,278800,0.0
1637818343.041188,295200,0.0
1637818369.3071816,311600,0.0
1637818395.6556215,328000,0.018691588193178177
1637818421.9836104,344400,0.0
1637818448.2224777,360800,0.00917431153357029
1637818474.7111444,377200,0.01886792480945587
1637818500.9290924,393600,0.0
1637818527.235386,410000,0.0
1637818553.4402046,426400,0.0
1637818579.753629,442800,0.0
1637818632.4267094,475600,0.009259259328246117
1637818711.439401,524800,0.028301887214183807
1637818738.0763924,541200,0.01834862306714058
1637818764.617545,557600,0.01923076994717121
1637818791.0929344,574000,0.0
1637818817.7280781,590400,0.03773584961891174
1637818870.908211,623200,0.028037382289767265
1637818897.4459689,639600,0.00909090880304575
1637818923.956291,656000,0.009345794096589088
1637818950.7406328,672400,0.02777777798473835
1637818977.1907651,688800,0.01886792480945587
1637819029.9737494,721600,0.009345794096589088
1637819056.3590155,738000,0.00909090880304575
1637819082.7997332,754400,0.01834862306714058
1637819109.3136842,770800,0.00917431153357029
1637819135.8957548,787200,0.03703703731298447
1637819162.40419,803600,0.0
1637819215.4270716,836400,0.009259259328246117
1637819242.0722225,852800,0.0
1637819295.688214,885600,0.009345794096589088
1637819322.3086016,902000,0.00909090880304575
1637819349.0226896,918400,0.0
1637819375.7642603,934800,0.009259259328246117
1637819402.5565705,951200,0.01886792480945587
1637819429.215257,967600,0.009259259328246117
1637819482.6497526,1000400,0.009433962404727936
1637819509.7656991,1016800,0.0
1637819536.7305458,1033200,0.009345794096589088
1637819563.5596833,1049600,0.01904761977493763
1637819590.215528,1066000,0.00917431153357029
1637819617.259051,1082400,0.0
1637819644.1893015,1098800,0.0
1637819670.6903222,1115200,0.0
1637819697.6097875,1131600,0.0
1637819724.309262,1148000,0.0
1637819751.3010151,1164400,0.0
1637819804.7461467,1197200,0.009345794096589088
1637819831.6030061,1213600,0.018518518656492233
1637819858.4410124,1230000,0.01904761977493763
1637819885.3938901,1246400,0.009345794096589088
1637819938.8156629,1279200,0.0
1637819965.8436244,1295600,0.03703703731298447
1637819993.0939825,1312000,0.0
1637820019.867822,1328400,0.0
1637820073.62282,1361200,0.027522936463356018
1637820100.4961863,1377600,0.018518518656492233
1637820154.4492319,1410400,0.027027027681469917
1637820181.1188362,1426800,0.0
1637820207.9624004,1443200,0.0
1637820234.9743304,1459600,0.0
1637820261.645653,1476000,0.009345794096589088
1637820288.6953144,1492400,0.0
1637820342.8077712,1525200,0.0
1637820369.4533992,1541600,0.009259259328246117
1637820396.3345382,1558000,0.0
1637820423.3508134,1574400,0.009433962404727936
1637820450.2201421,1590800,0.009345794096589088
1637820477.0018146,1607200,0.009259259328246117
1637820504.11023,1623600,0.009523809887468815
1637820558.0224187,1656400,0.018691588193178177
1637820584.9009776,1672800,0.009345794096589088
1637820611.9288454,1689200,0.02777777798473835
1637820638.6304975,1705600,0.009345794096589088
